recipe_name,prep,cooking,food type,Calories, Carbohydrates, Protein, Fat, Saturated Fat, Polyunsaturated Fat, Sodium, Potassium, Fiber, Sugar, Vitamin A, Vitamin C, Calcium, Iron,Serving, Cholesterol, Trans Fat,url,ingredients,tokenized_ingredients,cleaned_tokenized_ingredients
Chicken Pochero Recipe,"10
minutes","40
minutes",Lunch, 700kcal (35%, 48g (16%, 46g (92%, 38g (58%, 8g (40%,, 608mg (25%, 1580mg (45%, 16g (64%, 19g (21%, 3055IU (61%, 86.4mg (105%, 230mg (23%, 7.6mg (42%,, 136mg (45%,,https://panlasangpinoy.com/chicken-pochero/,"▢
2 lbs. Chicken cut into serving pieces
▢
1 piece Knorr Chicken Cube
▢
2 pieces potato cubed
▢
2 bunches baby bok choy
▢
½ head cabbage sliced
▢
8 ounces tomato sauce
▢
18 pieces long green beans
▢
2 pieces Chorizo de Bilbao sliced
▢
8 ounces chick pea
▢
3 pieces Saba banana sliced
▢
2 pieces tomato diced
▢
1 piece onion chopped
▢
4 cloves garlic crushed
▢
2 cups water
▢
3 tablespoons cooking oil
▢
Fish sauce and crushed peppercorn to taste","[[], ['2', 'lbs', 'Chicken', 'cut', 'into', 'serving', 'pieces'], [], ['1', 'piece', 'Knorr', 'Chicken', 'Cube'], [], ['2', 'pieces', 'potato', 'cubed'], [], ['2', 'bunches', 'baby', 'bok', 'choy'], [], ['½', 'head', 'cabbage', 'sliced'], [], ['8', 'ounces', 'tomato', 'sauce'], [], ['18', 'pieces', 'long', 'green', 'beans'], [], ['2', 'pieces', 'Chorizo', 'de', 'Bilbao', 'sliced'], [], ['8', 'ounces', 'chick', 'pea'], [], ['3', 'pieces', 'Saba', 'banana', 'sliced'], [], ['2', 'pieces', 'tomato', 'diced'], [], ['1', 'piece', 'onion', 'chopped'], [], ['4', 'cloves', 'garlic', 'crushed'], [], ['2', 'cups', 'water'], [], ['3', 'tablespoons', 'cooking', 'oil'], [], ['Fish', 'sauce', 'and', 'crushed', 'peppercorn', 'to', 'taste']]","['chicken', 'cut', 'into', 'serving', 'knorr', 'chicken', 'cube', 'potato', 'cubed', 'baby', 'bok', 'choy', 'head', 'cabbage', 'tomato', 'sauce', 'long', 'green', 'beans', 'chorizo', 'de', 'bilbao', 'chick', 'pea', 'saba', 'banana', 'tomato', 'onion', 'garlic', 'water', 'cooking', 'oil', 'fish', 'sauce', 'and', 'peppercorn', 'to', 'taste']"
Adobong Pusit Recipe,"10
minutes","20
minutes",Lunch,, 5g (2%, 3g (6%, 7g (11%,,, 1625mg (68%, 101mg (3%,, 2g (2%,, 2.4mg (3%, 12mg (1%, 0.8mg (4%, 4g Calories,,,https://panlasangpinoy.com/adobong-pusit-recipe/,"▢
2 lbs. medium-sized squid (note 1)
▢
1 piece onion (note 2)
▢
2 pieces tomatoes (note 3)
▢
1/2 cup soy sauce
▢
1/2 cup vinegar
▢
1 cup water
▢
5 cloves crushed garlic
▢
1 teaspoon sugar
▢
Salt and pepper to taste
▢
2 tbsp cooking oil","[[], ['2', 'lbs', 'mediumsized', 'squid', 'note', '1'], [], ['1', 'piece', 'onion', 'note', '2'], [], ['2', 'pieces', 'tomatoes', 'note', '3'], [], ['12', 'cup', 'soy', 'sauce'], [], ['12', 'cup', 'vinegar'], [], ['1', 'cup', 'water'], [], ['5', 'cloves', 'crushed', 'garlic'], [], ['1', 'teaspoon', 'sugar'], [], ['Salt', 'and', 'pepper', 'to', 'taste'], [], ['2', 'tbsp', 'cooking', 'oil']]","['sized', 'squid', 'note', 'onion', 'note', 'tomatoes', 'note', 'soy', 'sauce', 'vinegar', 'water', 'garlic', 'sugar', 'salt', 'and', 'pepper', 'to', 'taste', 'cooking', 'oil']"
Pork Binagoongan Recipe,"5
minutes",,Lunch, 1102kcal (55%, 14g (5%, 33g (66%, 101g (155%, 33g (165%,, 1002mg (42%, 1014mg (29%, 3g (12%, 8g (9%, 45IU (1%, 5.8mg (7%, 106mg (11%, 2.8mg (16%,, 293mg (98%,,https://panlasangpinoy.com/pork-binagoongan-sa-gata/,"▢
3 lbs. pork belly cubed
▢
40 grams Knorr Ginataang Gulay Recipe Mix
▢
4 tablespoons shrimp paste
▢
3 cups water
▢
1 eggplant sliced
▢
1 tomato chopped
▢
1 onion minced
▢
5 cloves garlic minced
▢
2 tablespoons white vinegar
▢
1 teaspoon sugar
▢
3 long green chili pepper sliced
▢
5 tablespoons cooking oil
▢
Fish sauce and ground black pepper to taste","[[], ['3', 'lbs', 'pork', 'belly', 'cubed'], [], ['40', 'grams', 'Knorr', 'Ginataang', 'Gulay', 'Recipe', 'Mix'], [], ['4', 'tablespoons', 'shrimp', 'paste'], [], ['3', 'cups', 'water'], [], ['1', 'eggplant', 'sliced'], [], ['1', 'tomato', 'chopped'], [], ['1', 'onion', 'minced'], [], ['5', 'cloves', 'garlic', 'minced'], [], ['2', 'tablespoons', 'white', 'vinegar'], [], ['1', 'teaspoon', 'sugar'], [], ['3', 'long', 'green', 'chili', 'pepper', 'sliced'], [], ['5', 'tablespoons', 'cooking', 'oil'], [], ['Fish', 'sauce', 'and', 'ground', 'black', 'pepper', 'to', 'taste']]","['pork', 'belly', 'cubed', 'knorr', 'ginataang', 'gulay', 'recipe', 'mix', 'shrimp', 'paste', 'water', 'eggplant', 'tomato', 'onion', 'garlic', 'white', 'vinegar', 'sugar', 'long', 'green', 'chili', 'pepper', 'cooking', 'oil', 'fish', 'sauce', 'and', 'ground', 'black', 'pepper', 'to', 'taste']"
Pata Hamonado,"15
minutes","46
minutes",Lunch, 273kcal (14%, 42g (14%, 3g (6%, 11g (17%,,, 1060mg (44%, 294mg (8%, 3g (12%, 36g (40%, 150IU (3%, 16.9mg (20%, 68mg (7%, 1.6mg (9%,,,,https://panlasangpinoy.com/pata-hamonado-recipe/,"▢
3 ½ lbs  pork hock  pata, sliced or whole
▢
1 piece Knorr Pork Cube
▢
20  ounces  pineapple chunks in can
▢
1  piece onion chopped
▢
4 cloves garlic crushed
▢
¼ cup soy sauce
▢
¼ cup  brown sugar
▢
5  pieces  dried bay leaves
▢
1 ½ cups  water
▢
1  teaspoon  whole peppercorn
▢
3  tablespoons  cooking oil
▢
Salt to taste","[[], ['3', '½', 'lbs', 'pork', 'hock', 'pata', 'sliced', 'or', 'whole'], [], ['1', 'piece', 'Knorr', 'Pork', 'Cube'], [], ['20', 'ounces', 'pineapple', 'chunks', 'in', 'can'], [], ['1', 'piece', 'onion', 'chopped'], [], ['4', 'cloves', 'garlic', 'crushed'], [], ['¼', 'cup', 'soy', 'sauce'], [], ['¼', 'cup', 'brown', 'sugar'], [], ['5', 'pieces', 'dried', 'bay', 'leaves'], [], ['1', '½', 'cups', 'water'], [], ['1', 'teaspoon', 'whole', 'peppercorn'], [], ['3', 'tablespoons', 'cooking', 'oil'], [], ['Salt', 'to', 'taste']]","['pork', 'hock', 'pata', 'or', 'knorr', 'pork', 'cube', 'pineapple', 'chunks', 'in', 'onion', 'garlic', 'soy', 'sauce', 'brown', 'sugar', 'dried', 'bay', 'leaves', 'water', 'peppercorn', 'cooking', 'oil', 'salt', 'to', 'taste']"
Chicken Pastel Recipe,"15
minutes","50
minutes",Lunch, 781kcal (39%, 32g (11%, 55g (110%, 47g (72%, 23g (115%,, 1308mg (55%, 1286mg (37%, 3g (12%, 1g (1%, 3710IU (74%, 17.6mg (21%, 83mg (8%, 4.1mg (23%,, 246mg (82%,,https://panlasangpinoy.com/how-to-cook-chicken-pastel/,"▢
2 lbs boneless chicken breast cubed
▢
1 piece Knorr Chicken Cube
▢
2 pieces chorizo de bilbao sliced
▢
3 pieces beef frank sliced
▢
¾ cup sliced button mushroom
▢
8 ounces table cream
▢
1 piece potato cubed
▢
1 piece carrot cubed
▢
½ piece lemon
▢
2 tablespoons soy sauce
▢
3 tablespoons butter
▢
1 cup water
▢
1 piece pie crust
▢
Salt and ground black pepper to taste","[[], ['2', 'lbs', 'boneless', 'chicken', 'breast', 'cubed'], [], ['1', 'piece', 'Knorr', 'Chicken', 'Cube'], [], ['2', 'pieces', 'chorizo', 'de', 'bilbao', 'sliced'], [], ['3', 'pieces', 'beef', 'frank', 'sliced'], [], ['¾', 'cup', 'sliced', 'button', 'mushroom'], [], ['8', 'ounces', 'table', 'cream'], [], ['1', 'piece', 'potato', 'cubed'], [], ['1', 'piece', 'carrot', 'cubed'], [], ['½', 'piece', 'lemon'], [], ['2', 'tablespoons', 'soy', 'sauce'], [], ['3', 'tablespoons', 'butter'], [], ['1', 'cup', 'water'], [], ['1', 'piece', 'pie', 'crust'], [], ['Salt', 'and', 'ground', 'black', 'pepper', 'to', 'taste']]","['boneless', 'chicken', 'breast', 'cubed', 'knorr', 'chicken', 'cube', 'chorizo', 'de', 'bilbao', 'beef', 'frank', 'button', 'mushroom', 'table', 'cream', 'potato', 'cubed', 'carrot', 'cubed', 'lemon', 'soy', 'sauce', 'butter', 'water', 'pie', 'crust', 'salt', 'and', 'ground', 'black', 'pepper', 'to', 'taste']"
Christmas Lasagna,"15
minutes","15
minutes",Lunch, 769kcal (38%, 16g (5%, 43g (86%, 59g (91%, 24g (120%,, 1166mg (49%, 969mg (28%, 2g (8%, 6g (7%, 1300IU (26%, 23.9mg (29%, 517mg (52%, 5.3mg (29%,, 164mg (55%,,https://panlasangpinoy.com/christmas-lasagna-recipe-easy-knr-bc/,"▢
1 lb. ground beef
▢
½ lb. ground Italian sausage
▢
1 piece Knorr Beef Cube
▢
12 pieces lasagna
▢
1 cup shredded Mozzarella cheese
▢
12 ounces Ricotta cheese
▢
¾ cup grated Parmesan cheese
▢
29 ounces diced tomato canned
▢
3 ounces tomato paste
▢
¾ cups water
▢
2 pieces yellow onion chopped
▢
3 tablespoons chopped parsley
▢
¼ cup chopped fresh basil
▢
1 teaspoon Italian seasoning
▢
3 cloves garlic minced
▢
3 tablespoons olive oil
▢
Salt ground black pepper, and sugar to taste","[[], ['1', 'lb', 'ground', 'beef'], [], ['½', 'lb', 'ground', 'Italian', 'sausage'], [], ['1', 'piece', 'Knorr', 'Beef', 'Cube'], [], ['12', 'pieces', 'lasagna'], [], ['1', 'cup', 'shredded', 'Mozzarella', 'cheese'], [], ['12', 'ounces', 'Ricotta', 'cheese'], [], ['¾', 'cup', 'grated', 'Parmesan', 'cheese'], [], ['29', 'ounces', 'diced', 'tomato', 'canned'], [], ['3', 'ounces', 'tomato', 'paste'], [], ['¾', 'cups', 'water'], [], ['2', 'pieces', 'yellow', 'onion', 'chopped'], [], ['3', 'tablespoons', 'chopped', 'parsley'], [], ['¼', 'cup', 'chopped', 'fresh', 'basil'], [], ['1', 'teaspoon', 'Italian', 'seasoning'], [], ['3', 'cloves', 'garlic', 'minced'], [], ['3', 'tablespoons', 'olive', 'oil'], [], ['Salt', 'ground', 'black', 'pepper', 'and', 'sugar', 'to', 'taste']]","['ground', 'beef', 'ground', 'italian', 'sausage', 'knorr', 'beef', 'cube', 'lasagna', 'mozzarella', 'cheese', 'ricotta', 'cheese', 'parmesan', 'cheese', 'tomato', 'canned', 'tomato', 'paste', 'water', 'yellow', 'onion', 'parsley', 'fresh', 'basil', 'italian', 'seasoning', 'garlic', 'olive', 'oil', 'salt', 'ground', 'black', 'pepper', 'and', 'sugar', 'to', 'taste']"
Bistek Tagalog (beefsteak) Recipe,,"40
minutes",Lunch,, 1g Protein,, 15g (23%, 2g (10%,, 1095mg (46%, 503mg (14%,,,, 0.8mg (1%, 34mg (3%, 2.8mg (16%, 4g Calories, 74mg (25%,,https://panlasangpinoy.com/bistek-tagalog-beefsteak-recipe/,"▢
1 1/2 lbs beef sirloin thinly sliced
▢
5 tablespoons soy sauce
▢
4 pieces calamansi or 1-piece lemon
▢
1/2 tsp ground black pepper
▢
3 cloves garlic minced
▢
3 pieces yellow onion sliced into rings
▢
4 tablespoons cooking oil
▢
1 cup water
▢
1 pinch salt","[[], ['1', '12', 'lbs', 'beef', 'sirloin', 'thinly', 'sliced'], [], ['5', 'tablespoons', 'soy', 'sauce'], [], ['4', 'pieces', 'calamansi', 'or', '1piece', 'lemon'], [], ['12', 'tsp', 'ground', 'black', 'pepper'], [], ['3', 'cloves', 'garlic', 'minced'], [], ['3', 'pieces', 'yellow', 'onion', 'sliced', 'into', 'rings'], [], ['4', 'tablespoons', 'cooking', 'oil'], [], ['1', 'cup', 'water'], [], ['1', 'pinch', 'salt']]","['beef', 'sirloin', 'thinly', 'soy', 'sauce', 'calamansi', 'or', 'lemon', 'ground', 'black', 'pepper', 'garlic', 'yellow', 'onion', 'into', 'rings', 'cooking', 'oil', 'water', 'salt']"
Kare Kare,"10
minutes","30
minutes",Lunch,, 24g (8%, 91g (182%, 53g (82%, 16g (80%,, 940mg (39%, 444mg (13%, 5g (20%, 3g (3%,, 4.3mg (5%, 147mg (15%, 11.5mg (64%, 6g Calories, 368mg (123%,,https://panlasangpinoy.com/kare-kare-recipe/,"▢
3 lbs oxtail cut in 2 inch slices you an also use tripe or beef slices
▢
1 piece small banana flower bud sliced
▢
1 bundle pechay or bok choy
▢
1 bundle string beans cut into 2 inch slices
▢
4 pieces eggplants sliced
▢
1 cup ground peanuts
▢
1/2 cup peanut butter
▢
1/2 cup shrimp paste
▢
34 Ounces water about 1 Liter
▢
1/2 cup annatto seeds soaked in a cup of water
▢
1/2 cup toasted ground rice
▢
1 tbsp garlic minced
▢
1 piece onion chopped
▢
salt and pepper","[[], ['3', 'lbs', 'oxtail', 'cut', 'in', '2', 'inch', 'slices', 'you', 'an', 'also', 'use', 'tripe', 'or', 'beef', 'slices'], [], ['1', 'piece', 'small', 'banana', 'flower', 'bud', 'sliced'], [], ['1', 'bundle', 'pechay', 'or', 'bok', 'choy'], [], ['1', 'bundle', 'string', 'beans', 'cut', 'into', '2', 'inch', 'slices'], [], ['4', 'pieces', 'eggplants', 'sliced'], [], ['1', 'cup', 'ground', 'peanuts'], [], ['12', 'cup', 'peanut', 'butter'], [], ['12', 'cup', 'shrimp', 'paste'], [], ['34', 'Ounces', 'water', 'about', '1', 'Liter'], [], ['12', 'cup', 'annatto', 'seeds', 'soaked', 'in', 'a', 'cup', 'of', 'water'], [], ['12', 'cup', 'toasted', 'ground', 'rice'], [], ['1', 'tbsp', 'garlic', 'minced'], [], ['1', 'piece', 'onion', 'chopped'], [], ['salt', 'and', 'pepper']]","['oxtail', 'cut', 'in', 'inch', 'you', 'an', 'also', 'use', 'tripe', 'or', 'beef', 'banana', 'flower', 'bud', 'bundle', 'pechay', 'or', 'bok', 'choy', 'bundle', 'string', 'beans', 'cut', 'into', 'inch', 'eggplants', 'ground', 'peanuts', 'peanut', 'butter', 'shrimp', 'paste', 'water', 'about', 'annatto', 'seeds', 'soaked', 'in', 'a', 'of', 'water', 'toasted', 'ground', 'rice', 'garlic', 'onion', 'salt', 'and', 'pepper']"
Lumpiang Sariwa with Fresh Lumpia Wrapper,"30
minutes","40
minutes",Lunch,, 34g (11%, 11g (22%, 14g (22%, 2g (10%,, 784mg (33%, 415mg (12%, 4g (16%, 13g (14%, 4109IU (82%, 29mg (35%, 92mg (9%, 3mg (17%, 8g Calories, 21mg (7%,,https://panlasangpinoy.com/lumpiang-sariwa-with-fresh-lumpia-wrapper/,"▢
6 to 8 pieces Romaine lettuce
▢
1/2 cup crushed peanuts
▢
1/4 cup chopped parsley","[[], ['6', 'to', '8', 'pieces', 'Romaine', 'lettuce'], [], ['12', 'cup', 'crushed', 'peanuts'], [], ['14', 'cup', 'chopped', 'parsley']]","['to', 'romaine', 'lettuce', 'peanuts', 'parsley']"
Pork Bicol Express Recipe,"10
minutes","50
minutes",Lunch,, 3g (1%, 25g (50%, 18g (28%, 3g (15%,, 227mg (9%, 438mg (13%,, 1g (1%, 20IU Vitamin C,, 47mg (5%, 1.8mg (10%, 4g Calories, 118mg (39%,,https://panlasangpinoy.com/pork-bicol-express-recipe/,"▢
1 lb. pork shoulder sliced into cubes
▢
3 pieces long green pepper siling pansigang, sliced into thin pieces
▢
8 pieces bird’s eye chili siling labuyo or Thai chili, sliced into small pieces
▢
1 piece onion sliced
▢
4 cloves garlic crushed
▢
1 pack Knorr Ginataang Gulay mix 45g
▢
1 tablespoon shrimp paste bagoong alamang
▢
3 tablespoons cooking oil
▢
¼ teaspoon ground black pepper
▢
2 ¼ cups water
▢
Salt to taste optional","[[], ['1', 'lb', 'pork', 'shoulder', 'sliced', 'into', 'cubes'], [], ['3', 'pieces', 'long', 'green', 'pepper', 'siling', 'pansigang', 'sliced', 'into', 'thin', 'pieces'], [], ['8', 'pieces', 'birds', 'eye', 'chili', 'siling', 'labuyo', 'or', 'Thai', 'chili', 'sliced', 'into', 'small', 'pieces'], [], ['1', 'piece', 'onion', 'sliced'], [], ['4', 'cloves', 'garlic', 'crushed'], [], ['1', 'pack', 'Knorr', 'Ginataang', 'Gulay', 'mix', '45g'], [], ['1', 'tablespoon', 'shrimp', 'paste', 'bagoong', 'alamang'], [], ['3', 'tablespoons', 'cooking', 'oil'], [], ['¼', 'teaspoon', 'ground', 'black', 'pepper'], [], ['2', '¼', 'cups', 'water'], [], ['Salt', 'to', 'taste', 'optional']]","['pork', 'shoulder', 'into', 'cubes', 'long', 'green', 'pepper', 'siling', 'pansigang', 'into', 'thin', 'bird', 's', 'eye', 'chili', 'siling', 'labuyo', 'or', 'thai', 'chili', 'into', 'onion', 'garlic', 'knorr', 'ginataang', 'gulay', 'mix', '45g', 'shrimp', 'paste', 'bagoong', 'alamang', 'cooking', 'oil', 'ground', 'black', 'pepper', 'water', 'salt', 'to', 'taste', 'optional']"
Pork Baby Back Ribs Nilaga Recipe,"10
minutes",,Lunch,, 7g (2%, 38g (76%, 31g (48%, 11g (55%,, 914mg (38%, 691mg (20%, 2g (8%, 4g (4%, 200IU (4%, 30mg (36%, 113mg (11%, 2mg (11%, 6g Calories,, 1g Cholesterol,https://panlasangpinoy.com/pork-baby-back-ribs-nilaga-recipe/,"▢
4 lbs baby back rib sliced
▢
3 piece potato peeled and sliced
▢
1/2 piece cabbage sliced
▢
3 bunches baby bok choy
▢
8 to 10 cups water
▢
1 piece yellow onion chopped
▢
1/2 teaspoon garlic powder
▢
1/4 teaspoon ground black pepper
▢
3 tablespoons fish sauce patis
▢
2 stalks celery chopped","[[], ['4', 'lbs', 'baby', 'back', 'rib', 'sliced'], [], ['3', 'piece', 'potato', 'peeled', 'and', 'sliced'], [], ['12', 'piece', 'cabbage', 'sliced'], [], ['3', 'bunches', 'baby', 'bok', 'choy'], [], ['8', 'to', '10', 'cups', 'water'], [], ['1', 'piece', 'yellow', 'onion', 'chopped'], [], ['12', 'teaspoon', 'garlic', 'powder'], [], ['14', 'teaspoon', 'ground', 'black', 'pepper'], [], ['3', 'tablespoons', 'fish', 'sauce', 'patis'], [], ['2', 'stalks', 'celery', 'chopped']]","['baby', 'back', 'rib', 'potato', 'peeled', 'and', 'cabbage', 'baby', 'bok', 'choy', 'to', 'water', 'yellow', 'onion', 'garlic', 'powder', 'ground', 'black', 'pepper', 'fish', 'sauce', 'patis', 'celery']"
Filipino Style Escabeche,"10
minutes","30
minutes",Dinner, 598kcal (30%, 19g (6%, 38g (76%, 43g (66%, 4g (20%, 12g Monounsaturated Fat, 3008mg (125%, 764mg (22%, 2g (8%, 13g (14%, 2934IU (59%, 53mg (64%, 41mg (4%, 1mg (6%,,,,https://panlasangpinoy.com/filipino-style-escabeche/,"▢
2 lbs fish (large) sliced into serving pieces
▢
¾ cup cooking oil
▢
2 tablespoons salt","[[], ['2', 'lbs', 'fish', 'large', 'sliced', 'into', 'serving', 'pieces'], [], ['¾', 'cup', 'cooking', 'oil'], [], ['2', 'tablespoons', 'salt']]","['fish', 'into', 'serving', 'cooking', 'oil', 'salt']"
Baked Garlic Salmon and Easy Tofu Sisig,"10
minutes",,Dinner, 939kcal (47%, 15g (5%, 59g (118%, 69g (106%, 15g (75%, 9g Monounsaturated Fat, 1368mg (57%, 1312mg (37%, 3g (12%, 4g (4%, 1532IU (31%, 67mg (81%, 271mg (27%, 4mg (22%,,,,https://panlasangpinoy.com/baked-garlic-salmon-and-easy-tofu-sisig/,"▢
2 lbs. salmon fillet
▢
½ cup Lady’s Choice Mayonnaise
▢
1 tablespoon lemon juice
▢
¼ cup Parmesan cheese
▢
3 tablespoons toasted garlic
▢
1 teaspoon salt","[[], ['2', 'lbs', 'salmon', 'fillet'], [], ['½', 'cup', 'Ladys', 'Choice', 'Mayonnaise'], [], ['1', 'tablespoon', 'lemon', 'juice'], [], ['¼', 'cup', 'Parmesan', 'cheese'], [], ['3', 'tablespoons', 'toasted', 'garlic'], [], ['1', 'teaspoon', 'salt']]","['salmon', 'fillet', 'lady', 's', 'choice', 'mayonnaise', 'lemon', 'juice', 'parmesan', 'cheese', 'toasted', 'garlic', 'salt']"
Malapot na Pininyahang Manok,"10
minutes","45
minutes",Dinner, 722kcal (36%, 23g (8%, 47g (94%, 49g (75%, 11g (55%, 11g Monounsaturated Fat, 1178mg (49%, 773mg (22%, 3g (12%, 13g (14%, 5185IU (104%, 75mg (91%, 66mg (7%, 3mg (17%,,,,https://panlasangpinoy.com/malapot-na-pininyahang-manok/,"▢
2 lbs. chicken cut into serving pieces
▢
1 Knorr Chicken Cube
▢
8 ounces pineapple chunks
▢
1 carrot thinly sliced crosswise
▢
1 red bell pepper sliced into squares
▢
1 green bell pepper sliced into squares
▢
3 tablespoons soy sauce
▢
2 tablespoons liver spread
▢
1 onion diced
▢
5 cloves garlic chopped
▢
4 tablespoons cooking oil
▢
2 cups water
▢
2 tablespoons cornstarch
▢
1 teaspoon sugar
▢
Salt and ground black pepper to taste","[[], ['2', 'lbs', 'chicken', 'cut', 'into', 'serving', 'pieces'], [], ['1', 'Knorr', 'Chicken', 'Cube'], [], ['8', 'ounces', 'pineapple', 'chunks'], [], ['1', 'carrot', 'thinly', 'sliced', 'crosswise'], [], ['1', 'red', 'bell', 'pepper', 'sliced', 'into', 'squares'], [], ['1', 'green', 'bell', 'pepper', 'sliced', 'into', 'squares'], [], ['3', 'tablespoons', 'soy', 'sauce'], [], ['2', 'tablespoons', 'liver', 'spread'], [], ['1', 'onion', 'diced'], [], ['5', 'cloves', 'garlic', 'chopped'], [], ['4', 'tablespoons', 'cooking', 'oil'], [], ['2', 'cups', 'water'], [], ['2', 'tablespoons', 'cornstarch'], [], ['1', 'teaspoon', 'sugar'], [], ['Salt', 'and', 'ground', 'black', 'pepper', 'to', 'taste']]","['chicken', 'cut', 'into', 'serving', 'knorr', 'chicken', 'cube', 'pineapple', 'chunks', 'carrot', 'thinly', 'crosswise', 'red', 'bell', 'pepper', 'into', 'squares', 'green', 'bell', 'pepper', 'into', 'squares', 'soy', 'sauce', 'liver', 'spread', 'onion', 'garlic', 'cooking', 'oil', 'water', 'cornstarch', 'sugar', 'salt', 'and', 'ground', 'black', 'pepper', 'to', 'taste']"
Chicken Gising-gising,"10
minutes","35
minutes",Dinner, 739kcal (37%, 21g (7%, 53g (106%, 50g (77%, 15g (75%, 10g Monounsaturated Fat, 325mg (14%, 880mg (25%, 1g (4%, 1g (1%, 363IU (7%, 16mg (19%, 80mg (8%, 4mg (22%,,,,https://panlasangpinoy.com/chicken-gising-gising/,"▢
2 lbs. chicken cut into serving pieces
▢
90 grams Knorr Ginataang Gulay Mix
▢
½ lb. winged bean sigarilyas, sliced
▢
2 long green chili pepper sliced
▢
5 Thai chili pepper optional
▢
1 tablespoon shrimp paste
▢
3 cups water
▢
1 onion chopped
▢
5 cloves garlic chopped
▢
2 thumbs ginger chopped
▢
3 tablespoons cooking oil","[[], ['2', 'lbs', 'chicken', 'cut', 'into', 'serving', 'pieces'], [], ['90', 'grams', 'Knorr', 'Ginataang', 'Gulay', 'Mix'], [], ['½', 'lb', 'winged', 'bean', 'sigarilyas', 'sliced'], [], ['2', 'long', 'green', 'chili', 'pepper', 'sliced'], [], ['5', 'Thai', 'chili', 'pepper', 'optional'], [], ['1', 'tablespoon', 'shrimp', 'paste'], [], ['3', 'cups', 'water'], [], ['1', 'onion', 'chopped'], [], ['5', 'cloves', 'garlic', 'chopped'], [], ['2', 'thumbs', 'ginger', 'chopped'], [], ['3', 'tablespoons', 'cooking', 'oil']]","['chicken', 'cut', 'into', 'serving', 'knorr', 'ginataang', 'gulay', 'mix', 'winged', 'bean', 'sigarilyas', 'long', 'green', 'chili', 'pepper', 'thai', 'chili', 'pepper', 'optional', 'shrimp', 'paste', 'water', 'onion', 'garlic', 'thumbs', 'ginger', 'cooking', 'oil']"
Chicken Binagoongan,"5
minutes","45
minutes",Dinner, 158kcal (8%, 5g (2%, 11g (22%, 11g (17%, 1g (5%,, 469mg (20%, 68mg (2%, 1g (4%, 2g (2%, 28IU (1%, 6mg (7%, 68mg (7%, 1mg (6%,,, 1g Cholesterol,https://panlasangpinoy.com/chicken-binagoongan-recipe/,"▢
2 lbs. chicken cut into serving pieces
▢
3 ½ tablespoons bagoong alamang
▢
5 pieces winged bean sigarilyas, sliced
▢
1 piece onion chopped
▢
4 cloves garlic crushed and chopped
▢
2 pieces tomato cubed
▢
2 tablespoons white vinegar
▢
1 teaspoon granulated white sugar
▢
1 ½ cups water
▢
3 tablespoons cooking oil
▢
3 pieces Thai chili chopped
▢
1 piece Serrano pepper sliced
▢
Ground black pepper to taste","[[], ['2', 'lbs', 'chicken', 'cut', 'into', 'serving', 'pieces'], [], ['3', '½', 'tablespoons', 'bagoong', 'alamang'], [], ['5', 'pieces', 'winged', 'bean', 'sigarilyas', 'sliced'], [], ['1', 'piece', 'onion', 'chopped'], [], ['4', 'cloves', 'garlic', 'crushed', 'and', 'chopped'], [], ['2', 'pieces', 'tomato', 'cubed'], [], ['2', 'tablespoons', 'white', 'vinegar'], [], ['1', 'teaspoon', 'granulated', 'white', 'sugar'], [], ['1', '½', 'cups', 'water'], [], ['3', 'tablespoons', 'cooking', 'oil'], [], ['3', 'pieces', 'Thai', 'chili', 'chopped'], [], ['1', 'piece', 'Serrano', 'pepper', 'sliced'], [], ['Ground', 'black', 'pepper', 'to', 'taste']]","['chicken', 'cut', 'into', 'serving', 'bagoong', 'alamang', 'winged', 'bean', 'sigarilyas', 'onion', 'garlic', 'and', 'tomato', 'cubed', 'white', 'vinegar', 'granulated', 'white', 'sugar', 'water', 'cooking', 'oil', 'thai', 'chili', 'serrano', 'pepper', 'ground', 'black', 'pepper', 'to', 'taste']"
Bok Choy in Garlic Sauce,"5
minutes","12
minutes",Dinner,, 13g (4%, 5g (10%, 8g (12%, 1g (5%, 3g Monounsaturated Fat,, 620mg (18%, 2g (8%, 9g (10%, 10134IU (203%, 103mg (125%, 254mg (25%, 2mg (11%, 2g Calories,,,https://panlasangpinoy.com/bok-choy-in-garlic-sauce-recipe/,"▢
1 lb bok choy
▢
1 teaspoon ginger grated
▢
2 cloves garlic minced
▢
1 tablespoon oyster sauce
▢
1 tablespoon soy sauce
▢
1 tablespoon brown sugar
▢
1/4 cup water
▢
1 tablespoon sesame oil
▢
1 tablespoon vegetable oil","[[], ['1', 'lb', 'bok', 'choy'], [], ['1', 'teaspoon', 'ginger', 'grated'], [], ['2', 'cloves', 'garlic', 'minced'], [], ['1', 'tablespoon', 'oyster', 'sauce'], [], ['1', 'tablespoon', 'soy', 'sauce'], [], ['1', 'tablespoon', 'brown', 'sugar'], [], ['14', 'cup', 'water'], [], ['1', 'tablespoon', 'sesame', 'oil'], [], ['1', 'tablespoon', 'vegetable', 'oil']]","['bok', 'choy', 'ginger', 'garlic', 'oyster', 'sauce', 'soy', 'sauce', 'brown', 'sugar', 'water', 'sesame', 'oil', 'vegetable', 'oil']"
